occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence,sent_start,sent_end,triage
10078,1577,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,run_1,1,Stochastic,eventually,Temporal,eventually,316,326,,0,,contiguous,3,Justin did not provide a counter-claim to his role and eventually sarcastically admitted to being the Werewolf.,316-326,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,55,65,CLAUSE_INITIAL_PLAUSIBLE
10092,1579,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,run_1,1,Stochastic,eventually,Temporal,eventually,343,353,,0,,contiguous,3,"Both James and Mitchell eventually decide to trust Alvin's claim, making Justin the most likely candidate for the Werewolf.",343-353,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,24,34,NON_CONNECTIVE_LIKELY
10103,1581,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_1,1,Stochastic,with,Contingency,with,362,366,,0,,contiguous,2,His late assertion that he saw Alvin as the Werewolf appeared to be a desperate attempt to deflect suspicion after he had already lost credibility with the group.,362-366,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,147,151,NON_CONNECTIVE_LIKELY
10104,1581,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,run_1,1,Stochastic,given,Contingency,Given,378,383,,0,,contiguous,3,"Given the social dynamics and the consensus among the other players, Mitchell is the most likely candidate for the Werewolf.",378-383,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10108,1582,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,run_1,1,Stochastic,with,Contingency,with,103,107,,0,,contiguous,1,"James, Alvin, and Justin have created a verification chain: Justin claims to be the Robber who swapped with Alvin, thereby confirming Alvin was the Seer, and Alvin claims to have seen that James is the Hunter.",103-107,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,103,107,NON_CONNECTIVE_LIKELY
10116,1583,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,run_1,1,Stochastic,despite,Comparison,Despite,276,283,,0,,contiguous,3,"Despite potential role swaps, James's own admission makes him the most likely target to ensure a Team Village win.",276-283,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
10131,1586,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,run_1,1,Stochastic,with,Contingency,with,283,287,,0,,contiguous,4,"If Justin was the Werewolf and was swapped with Caitlynn, then Caitlynn is now the Werewolf.",283-287,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,43,47,NON_CONNECTIVE_LIKELY
10138,1587,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_1,1,Stochastic,given,Contingency,Given,340,345,,0,,contiguous,3,"Given the lack of a role claim and his alignment with a strategy that avoids elimination, Mike is the most suspicious player.",340-345,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10140,1587,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,run_1,1,Stochastic,with,Contingency,with,389,393,,0,,contiguous,3,"Given the lack of a role claim and his alignment with a strategy that avoids elimination, Mike is the most suspicious player.",389-393,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,49,53,NON_CONNECTIVE_LIKELY
10147,1588,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,run_1,1,Stochastic,given,Contingency,Given,317,322,,0,,contiguous,3,"Given the available information, Justin is the most likely candidate for the werewolf.",317-322,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10172,1591,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_1,1,Stochastic,with,Contingency,with,350,354,,0,,contiguous,3,"Caitlynn, the Troublemaker, states she swapped Justin and Mitchell; if Mitchell was the Werewolf and was swapped with Justin, Justin is now the Werewolf.",350-354,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,113,117,NON_CONNECTIVE_LIKELY
10173,1591,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,run_1,1,Stochastic,given,Contingency,Given,391,396,,0,,contiguous,4,"Given Justin's inconsistent claims and the swap, he is the most likely candidate for the Werewolf role.",391-396,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10180,1592,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,run_1,1,Stochastic,with,Contingency,with,216,220,,0,,contiguous,2,"He first claims to be the Seer and says he looked at two cards in the center [25, 109], but later claims he was the Robber and switched cards with Dan [111].",216-220,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,142,146,NON_CONNECTIVE_LIKELY
10189,1593,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_1,1,Stochastic,with,Contingency,with,278,282,,0,,contiguous,3,"While Justin's behavior is suspicious (claiming to be the Robber and then the Tanner), this is consistent with the role of the Tanner.",278-282,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,106,110,NON_CONNECTIVE_LIKELY
10190,1593,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,run_1,1,Stochastic,given,Contingency,Given,307,312,,0,,contiguous,4,"Given the specific information provided by Dan and the lack of contradictory evidence from other players, the most logical conclusion is that no Werewolf is present among the players.",307-312,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10195,1594,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,run_1,1,Stochastic,with,Contingency,With,283,287,,0,,contiguous,3,"With Justin, Mitchell, and James all converging on Mike as the most suspicious player, Mike is the most likely Werewolf.",283-287,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,4,CLAUSE_INITIAL_PLAUSIBLE
10199,1595,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,run_1,1,Stochastic,with,Contingency,with,158,162,,0,,contiguous,2,"Mike supports this by claiming to be the Robber who swapped cards with Mitchell, thereby confirming Mitchell's starting role as the Seer.",158-162,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,66,70,NON_CONNECTIVE_LIKELY
10220,1597,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,run_1,1,Stochastic,with,Contingency,with,353,357,,0,,contiguous,3,"If Justin's switch occurred, James would have inherited the werewolf role, which aligns with his confession and his starting role as the Insomniac (allowing him to know his final role).",353-357,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,88,92,NON_CONNECTIVE_LIKELY
10228,1598,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_1,1,Stochastic,eventually,Temporal,eventually,361,371,,0,,contiguous,3,"The other players eventually converge on the belief that Mike is the werewolf, while Justin's behavior is consistent with being the Tanner.",361-371,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,18,28,NON_CONNECTIVE_LIKELY
10230,1598,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,run_1,1,Stochastic,with,Contingency,with,460,464,,0,,contiguous,3,"The other players eventually converge on the belief that Mike is the werewolf, while Justin's behavior is consistent with being the Tanner.",460-464,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,117,121,NON_CONNECTIVE_LIKELY
10251,1601,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,run_1,1,Stochastic,with,Contingency,with,106,110,,0,,contiguous,1,"Mike, Caitlynn, and James have claimed roles (Seer, Troublemaker, and Robber) that are largely consistent with one another's accounts.",106-110,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,106,110,NON_CONNECTIVE_LIKELY
10272,1604,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,run_1,1,Stochastic,with,Contingency,with,146,150,,0,,contiguous,2,"Mitchell (Drunk) admitted to swapping his card with one from the center, meaning there is a high probability he picked up a Werewolf card.",146-150,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,47,51,NON_CONNECTIVE_LIKELY
10283,1606,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,run_1,1,Stochastic,with,Contingency,with,98,102,,0,,contiguous,1,"James, Justin, and Mike all claimed roles (Seer, Insomniac, and Troublemaker) that are consistent with each other, as James's Seer claim was confirmed by Justin's Insomniac claim.",98-102,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,98,102,NON_CONNECTIVE_LIKELY
10302,1608,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,run_1,1,Stochastic,with,Contingency,with,241,245,,0,,contiguous,3,"If James was the Drunk and swapped with the center, or if Justin (as the Robber) stole the Drunk role from James and then swapped with the center, Justin is the most likely player to currently hold the Werewolf card.",241-245,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,35,39,NON_CONNECTIVE_LIKELY
10308,1608,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,run_1,1,Stochastic,with,Contingency,with,336,340,,0,,contiguous,3,"If James was the Drunk and swapped with the center, or if Justin (as the Robber) stole the Drunk role from James and then swapped with the center, Justin is the most likely player to currently hold the Werewolf card.",336-340,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,35,39,NON_CONNECTIVE_LIKELY
10351,1613,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,run_1,1,Stochastic,eventually,Temporal,eventually,250,260,,0,,contiguous,3,Justin admits he started as a Werewolf and eventually concedes that the evidence against him is 'bulletproof'.,250-260,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,43,53,CLAUSE_INITIAL_PLAUSIBLE
10356,1614,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,run_1,1,Stochastic,with,Contingency,with,246,250,,0,,contiguous,3,"Mitchell denies the swap occurred, which is consistent with a Werewolf attempting to avoid elimination, while Justin insists the swap definitely happened.",246-250,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,55,59,NON_CONNECTIVE_LIKELY
10375,1616,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,run_1,1,Stochastic,with,Contingency,with,523,527,,0,,contiguous,4,"Paul and Mitchell's claims (Insomniac and Robber) are consistent with each other, making Justin the most likely Werewolf.",523-527,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,65,69,NON_CONNECTIVE_LIKELY
10377,1617,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_1,1,Stochastic,with,Contingency,with,60,64,,0,,contiguous,1,Jordan2 claims to be the Robber and states he swapped cards with Haak (Line 53).,60-64,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,60,64,NON_CONNECTIVE_LIKELY
10382,1617,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_1,1,Stochastic,with,Contingency,with,222,226,,0,,contiguous,3,"Since the Robber only looks at the card they swap with, it is logically impossible for him to have swapped with Haak and also looked at Meryl's card.",222-226,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,50,54,NON_CONNECTIVE_LIKELY
10384,1617,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_1,1,Stochastic,with,Contingency,with,279,283,,0,,contiguous,3,"Since the Robber only looks at the card they swap with, it is logically impossible for him to have swapped with Haak and also looked at Meryl's card.",279-283,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,50,54,NON_CONNECTIVE_LIKELY
10387,1617,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,run_1,1,Stochastic,with,Contingency,with,360,364,,0,,contiguous,4,"This internal contradiction, combined with his attempt to protect Meryl (whose claim is contradicted by Haak), strongly suggests Jordan2 is a Werewolf.",360-364,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,38,42,NON_CONNECTIVE_LIKELY
10397,1619,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,run_1,1,Stochastic,with,Contingency,with,94,98,,0,,contiguous,1,"James (Seer) claims the Revealer card was in the center, and Justin (Drunk) claims he swapped with the center and obtained the Revealer card.",94-98,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,94,98,NON_CONNECTIVE_LIKELY
10419,1621,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,run_1,1,Stochastic,with,Contingency,with,443,447,,0,,contiguous,3,"If a Werewolf is present, Mitchell is the most likely candidate as the other three players' roles are consistent with one another.",443-447,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,113,117,NON_CONNECTIVE_LIKELY
10432,1623,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,run_1,1,Stochastic,given,Contingency,Given,385,390,,0,,contiguous,3,"Given the consistency of the other three players and Mitchell's erratic behavior and admission, Mitchell is the most likely candidate for the Werewolf.",385-390,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10441,1624,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,run_1,1,Stochastic,with,Contingency,with,174,178,,0,,contiguous,2,"Mitchell and Mike claim to be the Robber and Troublemaker, respectively, and their stories are consistent with each other and with Julie's.",174-178,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,106,110,NON_CONNECTIVE_LIKELY
10443,1624,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,run_1,1,Stochastic,with,Contingency,with,194,198,,0,,contiguous,2,"Mitchell and Mike claim to be the Robber and Troublemaker, respectively, and their stories are consistent with each other and with Julie's.",194-198,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,106,110,NON_CONNECTIVE_LIKELY
10462,1625,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,run_1,1,Stochastic,given,Contingency,Given,418,423,,0,,contiguous,4,"Given Justin's active attempt to control the narrative and his tentative admission of being a Werewolf, he is the most likely candidate for the Werewolf role.",418-423,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10491,1630,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,run_1,1,Stochastic,with,Contingency,with,118,122,,0,,contiguous,2,Meghan (Drunk) admitted to swapping her card with one from the center.,118-122,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,45,49,NON_CONNECTIVE_LIKELY
10502,1631,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,run_1,1,Stochastic,given,Contingency,Given,418,423,,0,,contiguous,4,"Given the conflict between Paul and Alysha, and Paul's specific accusation, Alysha is the most likely candidate for the Werewolf.",418-423,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10510,1632,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,run_1,1,Stochastic,given,Contingency,Given,251,256,,0,,contiguous,3,"Given the direct identification by the Revealer and the lack of a credible counter-claim, Mike is the most likely Werewolf.",251-256,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10513,1633,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,run_1,1,Stochastic,eventually,Temporal,eventually,81,91,,0,,contiguous,2,"Paul eventually admits to being the Tanner, and Caitlynn (claiming to be the Revealer) confirms that Paul's card was the Tanner.",81-91,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,5,15,NON_CONNECTIVE_LIKELY
10517,1633,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,run_1,1,Stochastic,given,Contingency,given,289,294,,0,,contiguous,3,"Since Justin and Mike both claim to be the Troublemaker, one of them must be lying; given Alysha's Seer claim, Justin is the most likely Werewolf.",289-294,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,84,89,CLAUSE_INITIAL_PLAUSIBLE
10527,1634,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,run_1,1,Stochastic,given,Contingency,Given,435,440,,0,,contiguous,3,"Given the consistency of the other five players' stories, Brett is the most likely candidate to be the Werewolf.",435-440,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10539,1636,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,run_1,1,Stochastic,with,Contingency,With,284,288,,0,,contiguous,3,"With Mitchell (Seer), Mike (Troublemaker), and Caitlynn (Robber) identified, the Werewolf is likely among the remaining players; Alysha's silence and lack of a role claim make her the most probable Werewolf.",284-288,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,4,CLAUSE_INITIAL_PLAUSIBLE
10551,1638,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,run_1,1,Stochastic,given,Contingency,Given,235,240,,0,,contiguous,3,"Given the aggressive nature of Mitchell's claims and the direct accusation from Mike, Mitchell is the most likely candidate for a Werewolf.",235-240,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10563,1640,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,run_1,1,Stochastic,given that,Contingency,Given that,219,229,,0,,contiguous,3,"Given that Pete consistently claims to be the Minion and other players (Brett, George, Katie, Dylan) have remained relatively consistent in their roles, Kelsey is the most likely candidate for the Werewolf card, potentially using the Tanner claim as a bluff to avoid elimination.",219-229,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
10580,1642,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,run_1,1,Stochastic,given,Contingency,Given,349,354,,0,,contiguous,3,"Given the strong accusation from the Revealer and Mike's defensive behavior, Mike is the most likely candidate to be a Werewolf.",349-354,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10607,1645,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,run_1,1,Stochastic,without,Contingency,Without,422,429,,0,,contiguous,4,"Without evidence to disprove Brett's claim, the most direct path to a Village win is to accept that no Werewolves are in play.",422-429,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,7,CLAUSE_INITIAL_PLAUSIBLE
10612,1646,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,run_1,1,Stochastic,with,Contingency,with,323,327,,0,,contiguous,4,Dustin's claim to have the Doppelganger card is inconsistent with the known swaps and likely a bluff to avoid elimination.,323-327,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,61,65,NON_CONNECTIVE_LIKELY
10619,1647,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,run_1,1,Stochastic,given,Contingency,Given,409,414,,0,,contiguous,4,"Given James's support for Justin and Mike's insistence on framing him, Mike is the most likely Werewolf.",409-414,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10623,1648,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,run_1,1,Stochastic,with,Contingency,with,131,135,,0,,contiguous,2,"Justin admits to being the Drunk, which means he swapped his card with one from the center.",131-135,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,66,70,NON_CONNECTIVE_LIKELY
10630,1648,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,run_1,1,Stochastic,eventually,Temporal,eventually,425,435,,0,,contiguous,4,"Furthermore, Justin's behavior is highly inconsistent, as he lied about being the Robber and about Mitchell being the Drunk, and he eventually admitted, 'I am probably a Werewolf cause I was the drunk.'",425-435,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,132,142,NON_CONNECTIVE_LIKELY
10660,1653,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,run_1,1,Stochastic,with,Contingency,with,50,54,,0,,contiguous,1,"Both Mitchell and Mike admit to being Werewolves, with Mitchell explicitly stating, 'me and Mike, we had a plan...",50-54,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,50,54,CLAUSE_INITIAL_PLAUSIBLE
10668,1654,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,run_1,1,Stochastic,with,Contingency,with,121,125,,0,,contiguous,2,"According to the game rules, the Robber swaps their card with another player, meaning Paul would have become the Robber and Justin would have taken Paul's original role.",121-125,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,57,61,NON_CONNECTIVE_LIKELY
10685,1656,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_1,1,Stochastic,eventually,Temporal,eventually,115,125,,0,,contiguous,2,"Paul eventually admits to being the Tanner, and Mitchell and Mike claim roles (Insomniac and Troublemaker) that are consistent with a village-aligned setup.",115-125,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,5,15,NON_CONNECTIVE_LIKELY
10689,1656,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,run_1,1,Stochastic,with,Contingency,with,237,241,,0,,contiguous,2,"Paul eventually admits to being the Tanner, and Mitchell and Mike claim roles (Insomniac and Troublemaker) that are consistent with a village-aligned setup.",237-241,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,127,131,NON_CONNECTIVE_LIKELY
10711,1659,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_1,1,Stochastic,given,Contingency,Given,336,341,,0,,contiguous,3,"Given the contradictions in Justin's story and the other players' roles (Robber, Hunter, Tanner), Justin is the most likely Werewolf.",336-341,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,5,CLAUSE_INITIAL_PLAUSIBLE
10714,1660,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_1,1,Stochastic,with,Contingency,with,68,72,,0,,contiguous,1,Justin claims to be the Troublemaker and states he swapped Mitchell with another player.,68-72,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,68,72,NON_CONNECTIVE_LIKELY
10718,1660,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_1,1,Stochastic,with,Contingency,with,323,327,,0,,contiguous,3,"This scenario is consistent if Mitchell was the starting Werewolf and was swapped with Mike (the starting Hunter), making Mike the final Werewolf and explaining why Mike would bluff as the Hunter.",323-327,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,82,86,NON_CONNECTIVE_LIKELY
10727,1662,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_1,1,Stochastic,with,Contingency,with,146,150,,0,,contiguous,2,Katie claimed to be the Drunk and admitted to swapping her card with one from the center.,146-150,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,64,68,NON_CONNECTIVE_LIKELY
10736,1663,Gemma 4 31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_1,1,Stochastic,given that,Contingency,Given that,301,311,,0,,contiguous,3,"Given that Brett's information supports Pete's role as the Robber (Team Village), Katie is the most likely candidate for the Werewolf, using the Tanner claim as a final attempt to avoid elimination.",301-311,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,0,10,CLAUSE_INITIAL_PLAUSIBLE
10746,1664,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_1,1,Stochastic,with,Contingency,with,267,271,,0,,contiguous,3,"Since the Troublemaker swaps the roles of two players, if Chris started as the Werewolf and was swapped with Mike, Mike is now the Werewolf.",267-271,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False,104,108,NON_CONNECTIVE_LIKELY
