occurrence_id,model,game_id,session_name,run_label,run_number,decoding_group,justification_id,sentence_id,sentence_text,candidate_surface,connective_surface,char_spans,start,end,n_char_spans,is_discontinuous,is_connective,raw_sense,top_level,confidence,relation_type,aligned_to_dimlex,alignment_status
12304,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2033,3,"Although Paul expresses skepticism and suggests voting for Mike, there is no concrete evidence to contradict Mike's claim, making Mitchell the most likely target for Team Village.",for,for,391-394,391,394,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12305,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2034,1,"Justin explicitly admits to being a Werewolf in line 123 ('I was a werewolf, so there's a werewolf in here').",so,so,77-79,77,79,1,False,True,Contingency.Cause,Contingency,0.9846414923667908,Explicit,True,ALIGNED
12306,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2034,2,"Paul claims to be the Tanner (line 106), and Mike claims to be the Robber (line 113), while Mitchell claims to be the Troublemaker.",and,and,151-154,151,154,1,False,True,Expansion.Conjunction,Expansion,0.8820394277572632,Explicit,True,ALIGNED
12307,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2034,2,"Paul claims to be the Tanner (line 106), and Mike claims to be the Robber (line 113), while Mitchell claims to be the Troublemaker.",while,while,196-201,196,201,1,False,True,Temporal.Synchrony,Temporal,0.7437160611152649,Explicit,True,ALIGNED
12308,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2034,3,"Since the goal of Team Village is to eliminate a Werewolf, and Justin has confessed to the role, he is the most logical choice for elimination.",since,Since,242-247,242,247,1,False,True,Contingency.Cause,Contingency,0.9948666095733644,Explicit,True,ALIGNED
12309,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2034,3,"Since the goal of Team Village is to eliminate a Werewolf, and Justin has confessed to the role, he is the most logical choice for elimination.",and,and,301-304,301,304,1,False,True,Expansion.Conjunction,Expansion,0.9969537258148192,Explicit,True,ALIGNED
12310,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2034,3,"Since the goal of Team Village is to eliminate a Werewolf, and Justin has confessed to the role, he is the most logical choice for elimination.",for,for,369-372,369,372,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12311,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,1,"Both Mike and Mitchell explicitly admit to being werewolves during the discussion (lines 72, 74, and 76).",and,and,10-13,10,13,1,False,False,NoSense,,0.9999629259109496,Explicit,True,ALIGNED
12312,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,1,"Both Mike and Mitchell explicitly admit to being werewolves during the discussion (lines 72, 74, and 76).",and,and,97-100,97,100,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12313,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,2,"While they contradict their earlier role claims, these admissions are direct.",while,While,106-111,106,111,1,False,True,Comparison.Contrast,Comparison,0.7056994438171387,Explicit,True,ALIGNED
12314,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,2,"While they contradict their earlier role claims, these admissions are direct.",earlier,earlier,134-141,134,141,1,False,False,NoSense,,0.9949619770050048,Explicit,True,ALIGNED
12315,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,3,"Mike attempts to divert the vote toward Paul (lines 80, 82), which is typical behavior for a werewolf trying to avoid elimination.",for,for,271-274,271,274,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12316,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,4,"Therefore, voting for Mike ensures a win for Team Village.",therefore,Therefore,315-324,315,324,1,False,True,Contingency.Cause,Contingency,0.9923259019851683,Explicit,True,ALIGNED
12317,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,4,"Therefore, voting for Mike ensures a win for Team Village.",for,for,333-336,333,336,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
12318,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,run_3,3,Stochastic,2035,4,"Therefore, voting for Mike ensures a win for Team Village.",for,for,356-359,356,359,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12319,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2036,1,Mitchell claims to be the Seer and states he saw the Robber card in the center.,and,and,31-34,31,34,1,False,False,NoSense,,0.9646205902099608,Explicit,True,ALIGNED
12320,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2036,2,"If this is true, Justin's claim to be the Robber is a lie.",if,If,80-82,80,82,1,False,False,NoSense,,0.5317729711532593,Explicit,True,ALIGNED
12321,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2036,3,"Furthermore, Mike claims to be the Insomniac and woke up as such, which contradicts Justin's narrative that he robbed Paul (whom Justin implies was the Insomniac).",furthermore,Furthermore,139-150,139,150,1,False,True,Expansion.Conjunction,Expansion,0.9775715470314026,Explicit,True,ALIGNED
12322,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2036,3,"Furthermore, Mike claims to be the Insomniac and woke up as such, which contradicts Justin's narrative that he robbed Paul (whom Justin implies was the Insomniac).",and,and,184-187,184,187,1,False,False,NoSense,,0.999798595905304,Explicit,True,ALIGNED
12323,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2036,3,"Furthermore, Mike claims to be the Insomniac and woke up as such, which contradicts Justin's narrative that he robbed Paul (whom Justin implies was the Insomniac).",as,as,196-198,196,198,1,False,False,NoSense,,0.9999825954437256,Explicit,True,ALIGNED
12324,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2036,4,Justin's aggressive attempts to steer the vote and his inconsistent story make him the most likely Werewolf.,and,and,350-353,350,353,1,False,False,NoSense,,0.9999899864196776,Explicit,True,ALIGNED
12325,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,1,"Justin's claims are highly inconsistent, as he claims to be the Insomniac, the Seer, the Werewolf, and the Tanner at different points in the discussion.",as,as,41-43,41,43,1,False,True,Contingency.Cause,Contingency,0.9068623185157776,Explicit,True,ALIGNED
12326,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,1,"Justin's claims are highly inconsistent, as he claims to be the Insomniac, the Seer, the Werewolf, and the Tanner at different points in the discussion.",and,and,99-102,99,102,1,False,False,NoSense,,0.9999997615814208,Explicit,True,ALIGNED
12327,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,2,"Mike and Paul provide a consistent narrative as the Robber and Troublemaker, respectively, and their combined actions (Robber robbing Mitchell, then Troublemaker swapping Mike and Mitchell) would return Mitchell to his original role.",and,and,158-161,158,161,1,False,False,NoSense,,0.9999918937683104,Explicit,True,ALIGNED
12328,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,2,"Mike and Paul provide a consistent narrative as the Robber and Troublemaker, respectively, and their combined actions (Robber robbing Mitchell, then Troublemaker swapping Mike and Mitchell) would return Mitchell to his original role.",as,as,198-200,198,200,1,False,False,NoSense,,0.9999997615814208,Explicit,True,ALIGNED
12329,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,2,"Mike and Paul provide a consistent narrative as the Robber and Troublemaker, respectively, and their combined actions (Robber robbing Mitchell, then Troublemaker swapping Mike and Mitchell) would return Mitchell to his original role.",and,and,212-215,212,215,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
12330,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,2,"Mike and Paul provide a consistent narrative as the Robber and Troublemaker, respectively, and their combined actions (Robber robbing Mitchell, then Troublemaker swapping Mike and Mitchell) would return Mitchell to his original role.",and,and,244-247,244,247,1,False,True,Expansion.Conjunction,Expansion,0.9228277206420898,Explicit,True,ALIGNED
12331,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,2,"Mike and Paul provide a consistent narrative as the Robber and Troublemaker, respectively, and their combined actions (Robber robbing Mitchell, then Troublemaker swapping Mike and Mitchell) would return Mitchell to his original role.",then,then,297-301,297,301,1,False,False,NoSense,,0.600005567073822,Explicit,True,ALIGNED
12332,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,2,"Mike and Paul provide a consistent narrative as the Robber and Troublemaker, respectively, and their combined actions (Robber robbing Mitchell, then Troublemaker swapping Mike and Mitchell) would return Mitchell to his original role.",and,and,329-332,329,332,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12333,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,3,"Since Mitchell consistently claims to be the Tanner and Mike and Paul's roles are aligned with the Village, Justin is the most likely Werewolf attempting to confuse the group with contradictory claims.",since,Since,387-392,387,392,1,False,True,Contingency.Cause,Contingency,0.9784768223762512,Explicit,True,ALIGNED
12334,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,3,"Since Mitchell consistently claims to be the Tanner and Mike and Paul's roles are aligned with the Village, Justin is the most likely Werewolf attempting to confuse the group with contradictory claims.",and,and,439-442,439,442,1,False,False,NoSense,,0.8973055481910706,Explicit,True,ALIGNED
12335,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2037,3,"Since Mitchell consistently claims to be the Tanner and Mike and Paul's roles are aligned with the Village, Justin is the most likely Werewolf attempting to confuse the group with contradictory claims.",and,and,448-451,448,451,1,False,False,NoSense,,0.9819692969322203,Explicit,True,ALIGNED
12336,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2038,1,"Justin claims to be the Seer and states he saw two Werewolves in the center, which would mean no player is currently a Werewolf.",and,and,29-32,29,32,1,False,False,NoSense,,0.9874415397644044,Explicit,True,ALIGNED
12337,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2038,2,Paul initially claimed to have robbed a Werewolf from Justin but later admitted he was lying and was actually the Tanner.,but,but,190-193,190,193,1,False,True,Comparison.Contrast,Comparison,0.4722549617290497,Explicit,True,ALIGNED
12338,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2038,2,Paul initially claimed to have robbed a Werewolf from Justin but later admitted he was lying and was actually the Tanner.,later,later,194-199,194,199,1,False,True,Temporal.Asynchronous,Temporal,0.99703049659729,Explicit,True,ALIGNED
12339,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2038,2,Paul initially claimed to have robbed a Werewolf from Justin but later admitted he was lying and was actually the Tanner.,and,and,222-225,222,225,1,False,False,NoSense,,0.9996811151504515,Explicit,True,ALIGNED
12340,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2038,3,Mike claims to be the Troublemaker and switched Paul and Mitchell.,and,and,286-289,286,289,1,False,False,NoSense,,0.999492049217224,Explicit,True,ALIGNED
12341,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2038,3,Mike claims to be the Troublemaker and switched Paul and Mitchell.,and,and,304-307,304,307,1,False,False,NoSense,,0.9999990463256836,Explicit,True,ALIGNED
12342,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2038,4,"Given that Paul admitted his bluff and Justin's claim remains consistent, there is no evidence that any player is a Werewolf.",and,and,353-356,353,356,1,False,True,Expansion.Conjunction,Expansion,0.716013491153717,Explicit,True,ALIGNED
12343,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2039,1,Paul claims to be the Seer and explicitly states that he saw two werewolves in the center.,and,and,27-30,27,30,1,False,False,NoSense,,0.9949021339416504,Explicit,True,ALIGNED
12344,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2039,2,"Justin claims to be the Insomniac, and Mitchell states he is not a werewolf.",and,and,126-129,126,129,1,False,True,Expansion.Conjunction,Expansion,0.7710782885551453,Explicit,True,ALIGNED
12345,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2039,3,"If Paul's claim is truthful, then no player currently holds a werewolf card, meaning Team Village wins by voting 'No Werewolf'.",if then,If then,168-170;197-201,168,201,2,True,True,Contingency.Condition,Contingency,0.787602961063385,Explicit,True,ALIGNED
12346,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2039,3,"If Paul's claim is truthful, then no player currently holds a werewolf card, meaning Team Village wins by voting 'No Werewolf'.",if,If,168-170,168,170,1,False,True,Contingency.Condition,Contingency,0.7773079872131348,Explicit,False,DISCOPY_ONLY_DIMLEX_NO_MATCH_HERE
12347,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2039,3,"If Paul's claim is truthful, then no player currently holds a werewolf card, meaning Team Village wins by voting 'No Werewolf'.",then,then,197-201,197,201,1,False,False,NoSense,,0.9600513577461244,Explicit,False,DISCOPY_ONLY_DIMLEX_NO_MATCH_HERE
12348,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,1,"Justin claims to be the Seer and states he saw a Werewolf in the center, meaning at most one Werewolf is among the players.",and,and,29-32,29,32,1,False,False,NoSense,,0.9870886206626892,Explicit,True,ALIGNED
12349,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,2,Paul claims to be the Troublemaker and says he swapped Mitchell and Mike.,and,and,159-162,159,162,1,False,False,NoSense,,0.8145397305488586,Explicit,True,ALIGNED
12350,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,2,Paul claims to be the Troublemaker and says he swapped Mitchell and Mike.,and,and,188-191,188,191,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
12351,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",then,then,276-280,276,280,1,False,True,Temporal.Asynchronous,Temporal,0.9941163063049316,Explicit,True,ALIGNED
12352,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",and,and,304-307,304,307,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12353,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",and,and,316-319,316,319,1,False,False,NoSense,,0.9991004467010498,Explicit,True,ALIGNED
12354,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,3,"Mitchell's claims are highly inconsistent; he first suggests being voted out, then claims he swapped Mike and Justin, and later expresses confusion about whether he swapped anyone at all.",later,later,320-325,320,325,1,False,True,Temporal.Asynchronous,Temporal,0.9994601607322692,Explicit,True,ALIGNED
12355,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,run_3,3,Stochastic,2040,4,This erratic behavior and failed attempt to claim a role make Mitchell the most likely Werewolf.,and,and,408-411,408,411,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12356,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2041,1,"Paul consistently claims to be the Tanner, and Mitchell and Mike's claims about the Robber/Hunter swap are consistent with each other.",and,and,43-46,43,46,1,False,True,Expansion.Conjunction,Expansion,0.9103479385375975,Explicit,True,ALIGNED
12357,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2041,1,"Paul consistently claims to be the Tanner, and Mitchell and Mike's claims about the Robber/Hunter swap are consistent with each other.",and,and,56-59,56,59,1,False,False,NoSense,,0.999913454055786,Explicit,True,ALIGNED
12358,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2041,2,"Justin's claims are erratic and contradictory, particularly in statement [122] where he attempts to assign multiple roles to others and himself.",and,and,163-166,163,166,1,False,False,NoSense,,0.9999921321868896,Explicit,True,ALIGNED
12359,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2041,2,"Justin's claims are erratic and contradictory, particularly in statement [122] where he attempts to assign multiple roles to others and himself.",and,and,267-270,267,270,1,False,False,NoSense,,0.999996304512024,Explicit,True,ALIGNED
12360,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2041,3,"Furthermore, Justin's claim to have seen the Apprentice Seer in the center is consistent with the ability of a lone Werewolf to look at a center card, making him the most likely Werewolf.",furthermore,Furthermore,280-291,280,291,1,False,True,Expansion.Conjunction,Expansion,0.996467351913452,Explicit,True,ALIGNED
12361,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2042,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",then,then,115-119,115,119,1,False,True,Temporal.Asynchronous,Temporal,0.9966623783111572,Explicit,True,ALIGNED
12362,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2042,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",then,then,145-149,145,149,1,False,True,Temporal.Asynchronous,Temporal,0.9715242981910706,Explicit,True,ALIGNED
12363,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2042,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",and,and,186-189,186,189,1,False,False,NoSense,,0.999933123588562,Explicit,True,ALIGNED
12364,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2042,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",for,for,195-198,195,198,1,False,False,NoSense,,1.0,Explicit,True,ALIGNED
12365,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2042,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",and,and,206-209,206,209,1,False,False,NoSense,,0.9993796348571776,Explicit,True,ALIGNED
12366,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2042,2,"He first accuses Mike of being the werewolf, then claims to be the Tanner, then immediately denies being the Tanner and asks for votes, and finally claims to be the Robber.",finally,finally,210-217,210,217,1,False,True,Temporal.Asynchronous,Temporal,0.9902454614639282,Explicit,True,ALIGNED
12367,Gemma 4 31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,run_3,3,Stochastic,2042,3,"This erratic behavior is characteristic of a Werewolf attempting to confuse the other players or a Tanner, but given the strong suspicions from Paul, Mike, and Justin, Mitchell is the most likely candidate for the Werewolf.",or,or,337-339,337,339,1,False,False,NoSense,,0.9999998807907104,Explicit,True,ALIGNED
