occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence
70,12,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,run_1,1,Stochastic,and,Expansion,and,221,224,,0,,contiguous,2,"While Hunter suspects Zack is the Werewolf, this is merely a claim, and the roles are highly uncertain.",221-224,ALIGNED_CONNECTIVE,63.0,and,Expansion.Conjunction,Expansion,0.9925092458724976,False,False,False
71,12,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,run_1,1,Stochastic,since,Contingency,Since,257,262,,0,,contiguous,3,"Since Team Village wins if no Werewolves are present (i.e., all Werewolf cards are in the center), and I lack concrete evidence of a Werewolf being active, the safest strategy is to assume no Werewolf is present.",257-262,ALIGNED_CONNECTIVE,64.0,Since,Contingency.Cause,Contingency,0.9839854836463928,False,False,False
72,12,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,run_1,1,Stochastic,if,Contingency,if,281,283,,0,,contiguous,3,"Since Team Village wins if no Werewolves are present (i.e., all Werewolf cards are in the center), and I lack concrete evidence of a Werewolf being active, the safest strategy is to assume no Werewolf is present.",281-283,ALIGNED_CONNECTIVE,65.0,if,Contingency.Condition,Contingency,0.992497742176056,False,False,False
73,12,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,run_1,1,Stochastic,and,Expansion,and,356,359,,0,,contiguous,3,"Since Team Village wins if no Werewolves are present (i.e., all Werewolf cards are in the center), and I lack concrete evidence of a Werewolf being active, the safest strategy is to assume no Werewolf is present.",356-359,ALIGNED_CONNECTIVE,66.0,and,Expansion.Conjunction,Expansion,0.8900889754295349,False,False,False
74,13,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,run_1,1,Stochastic,with,Contingency,with,77,81,,0,,contiguous,1,"The discussion centers heavily on the possibility that Zack is the Werewolf, with Jacob suggesting Sean is the Robber who switched cards with Zack to cover up.",77-81,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
75,13,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,run_1,1,Stochastic,with,Contingency,with,137,141,,0,,contiguous,1,"The discussion centers heavily on the possibility that Zack is the Werewolf, with Jacob suggesting Sean is the Robber who switched cards with Zack to cover up.",137-141,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
76,13,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,run_1,1,Stochastic,since,Contingency,Since,160,165,,0,,contiguous,2,"Since Team Village needs to eliminate a Werewolf, voting for Sean targets the player most strongly implicated in the suspected Werewolf scheme.",160-165,ALIGNED_CONNECTIVE,67.0,Since,Contingency.Cause,Contingency,0.9754761457443236,False,False,False
77,13,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,run_1,1,Stochastic,for,Contingency,for,217,220,,0,,contiguous,2,"Since Team Village needs to eliminate a Werewolf, voting for Sean targets the player most strongly implicated in the suspected Werewolf scheme.",217-220,CANDIDATE_REJECTED_NOSENSE,68.0,for,NoSense,,1.0,,False,True
78,14,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_1,1,Stochastic,and,Expansion,and,48,51,,0,,contiguous,1,"The discussion centers heavily on role swapping and double bluffs, suggesting that players are actively trying to mislead others about their identities.",48-51,CANDIDATE_REJECTED_NOSENSE,69.0,and,NoSense,,0.9999998807907104,,False,True
79,14,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_1,1,Stochastic,and,Expansion,and,188,191,,0,,contiguous,2,"Tyler claims the Troublemaker role and engages in complex arguments designed to deflect suspicion, which aligns with the behavior of a Werewolf trying to sow discord.",188-191,CANDIDATE_REJECTED_NOSENSE,70.0,and,NoSense,,0.9993382096290588,,False,True
80,14,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_1,1,Stochastic,with,Contingency,with,265,269,,0,,contiguous,2,"Tyler claims the Troublemaker role and engages in complex arguments designed to deflect suspicion, which aligns with the behavior of a Werewolf trying to sow discord.",265-269,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
81,14,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_1,1,Stochastic,given,Contingency,Given,320,325,,0,,contiguous,3,"Given the high level of deception and the focus on who is lying, Tyler is the most likely candidate to be the Werewolf.",320-325,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
82,14,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_1,1,Stochastic,and,Expansion,and,354,357,,0,,contiguous,3,"Given the high level of deception and the focus on who is lying, Tyler is the most likely candidate to be the Werewolf.",354-357,CANDIDATE_REJECTED_NOSENSE,71.0,and,NoSense,,0.9999985694885254,,False,True
83,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,and,Expansion,and,48,51,,0,,contiguous,1,The discussion centers heavily on card swapping and identifying the Werewolf.,48-51,CANDIDATE_REJECTED_NOSENSE,72.0,and,NoSense,,0.9999523162841796,,False,True
84,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,and,Expansion,and,109,112,,0,,contiguous,2,"Clint claimed to be the Drunk, and the conversation quickly devolved into accusations about who was the Robber and Troublemaker.",109-112,ALIGNED_CONNECTIVE,73.0,and,Expansion.Conjunction,Expansion,0.9297742247581482,False,False,False
85,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,and,Expansion,and,189,192,,0,,contiguous,2,"Clint claimed to be the Drunk, and the conversation quickly devolved into accusations about who was the Robber and Troublemaker.",189-192,CANDIDATE_REJECTED_NOSENSE,74.0,and,NoSense,,0.9999996423721312,,False,True
86,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,and,Expansion,and,216,219,,0,,contiguous,3,"Margaret and Erin repeatedly suggest Clint is the Werewolf based on his statements and actions, and Erin ultimately casts a vote.",216-219,CANDIDATE_REJECTED_NOSENSE,75.0,and,NoSense,,0.999606430530548,,False,True
87,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,and,Expansion,and,290,293,,0,,contiguous,3,"Margaret and Erin repeatedly suggest Clint is the Werewolf based on his statements and actions, and Erin ultimately casts a vote.",290-293,CANDIDATE_REJECTED_NOSENSE,76.0,and,NoSense,,1.0,,False,True
88,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,and,Expansion,and,303,306,,0,,contiguous,3,"Margaret and Erin repeatedly suggest Clint is the Werewolf based on his statements and actions, and Erin ultimately casts a vote.",303-306,ALIGNED_CONNECTIVE,77.0,and,Expansion.Conjunction,Expansion,0.8278405070304871,False,False,False
89,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,ultimately,Temporal,ultimately,312,322,,0,,contiguous,3,"Margaret and Erin repeatedly suggest Clint is the Werewolf based on his statements and actions, and Erin ultimately casts a vote.",312-322,ALIGNED_CONNECTIVE,78.0,ultimately,Temporal.Asynchronous,Temporal,0.9786977171897888,False,False,False
90,15,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_1,1,Stochastic,given,Contingency,Given,337,342,,0,,contiguous,4,"Given the high level of suspicion directed at Clint, he is the primary target to eliminate a potential Werewolf.",337-342,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
91,16,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,run_1,1,Stochastic,however,Comparison,However,129,136,,0,,contiguous,2,"However, Margaret makes a direct accusation that Erin pulled the Werewolf card, and Tyler also suggests Erin might be the Werewolf.",129-136,ALIGNED_CONNECTIVE,79.0,However,Comparison.Contrast,Comparison,0.7566187381744385,False,False,False
92,16,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,run_1,1,Stochastic,and,Expansion,and,209,212,,0,,contiguous,2,"However, Margaret makes a direct accusation that Erin pulled the Werewolf card, and Tyler also suggests Erin might be the Werewolf.",209-212,ALIGNED_CONNECTIVE,80.0,and,Expansion.Conjunction,Expansion,0.9517034292221068,False,False,False
93,16,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,run_1,1,Stochastic,also,Expansion,also,219,223,,0,,contiguous,2,"However, Margaret makes a direct accusation that Erin pulled the Werewolf card, and Tyler also suggests Erin might be the Werewolf.",219-223,ALIGNED_CONNECTIVE,81.0,also,Expansion.Conjunction,Expansion,0.9914100766181946,False,False,False
94,16,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,run_1,1,Stochastic,given,Contingency,Given,261,266,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, targeting the player who is the subject of the most direct suspicion is the most logical move to maximize the chance of winning.",261-266,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
95,17,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_1,1,Stochastic,for,Contingency,for,67,70,,0,,contiguous,1,"The discussion strongly indicates that Erin is the primary suspect for being the Werewolf, as Tyler and Clint both point towards her as the culprit.",67-70,CANDIDATE_REJECTED_NOSENSE,82.0,for,NoSense,,1.0,,False,True
96,17,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_1,1,Stochastic,as,Temporal,as,91,93,,0,,contiguous,1,"The discussion strongly indicates that Erin is the primary suspect for being the Werewolf, as Tyler and Clint both point towards her as the culprit.",91-93,ALIGNED_CONNECTIVE,83.0,as,Temporal.Synchrony,Temporal,0.6276008486747742,False,False,False
97,17,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_1,1,Stochastic,and,Expansion,and,100,103,,0,,contiguous,1,"The discussion strongly indicates that Erin is the primary suspect for being the Werewolf, as Tyler and Clint both point towards her as the culprit.",100-103,CANDIDATE_REJECTED_NOSENSE,84.0,and,NoSense,,0.999971866607666,,False,True
98,17,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_1,1,Stochastic,as,Temporal,as,133,135,,0,,contiguous,1,"The discussion strongly indicates that Erin is the primary suspect for being the Werewolf, as Tyler and Clint both point towards her as the culprit.",133-135,CANDIDATE_REJECTED_NOSENSE,85.0,as,NoSense,,1.0,,False,True
99,17,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_1,1,Stochastic,given that,Contingency,Given that,149,159,,0,,contiguous,2,"Given that Team Village wins by eliminating a Werewolf, voting out Erin is the most logical move based on the gathered evidence and consensus within the transcript.",149-159,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
100,17,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_1,1,Stochastic,and,Expansion,and,277,280,,0,,contiguous,2,"Given that Team Village wins by eliminating a Werewolf, voting out Erin is the most logical move based on the gathered evidence and consensus within the transcript.",277-280,CANDIDATE_REJECTED_NOSENSE,86.0,and,NoSense,,1.0,,False,True
101,18,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_1,1,Stochastic,with,Contingency,with,56,60,,0,,contiguous,1,"The discussion centers around identifying the Werewolf, with multiple players making claims and accusations.",56-60,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
102,18,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_1,1,Stochastic,and,Expansion,and,92,95,,0,,contiguous,1,"The discussion centers around identifying the Werewolf, with multiple players making claims and accusations.",92-95,CANDIDATE_REJECTED_NOSENSE,87.0,and,NoSense,,0.9999996423721312,,False,True
103,18,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_1,1,Stochastic,and,Expansion,and,115,118,,0,,contiguous,2,"Clint and Margaret converge on Tyler being the Werewolf, and Erin also expresses suspicion toward him.",115-118,CANDIDATE_REJECTED_NOSENSE,88.0,and,NoSense,,0.99869304895401,,False,True
104,18,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_1,1,Stochastic,and,Expansion,and,166,169,,0,,contiguous,2,"Clint and Margaret converge on Tyler being the Werewolf, and Erin also expresses suspicion toward him.",166-169,ALIGNED_CONNECTIVE,89.0,and,Expansion.Conjunction,Expansion,0.980886161327362,False,False,False
105,18,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_1,1,Stochastic,also,Expansion,also,175,179,,0,,contiguous,2,"Clint and Margaret converge on Tyler being the Werewolf, and Erin also expresses suspicion toward him.",175-179,ALIGNED_CONNECTIVE,90.0,also,Expansion.Conjunction,Expansion,0.9859066009521484,False,False,False
106,18,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_1,1,Stochastic,since,Contingency,Since,212,217,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Tyler is the strongest strategic move based on the current public consensus.",212-217,ALIGNED_CONNECTIVE,91.0,Since,Contingency.Cause,Contingency,0.9277470111846924,False,False,False
107,18,Gemma 4 2B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_1,1,Stochastic,for,Contingency,for,270,273,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, voting for Tyler is the strongest strategic move based on the current public consensus.",270-273,CANDIDATE_REJECTED_NOSENSE,92.0,for,NoSense,,1.0,,False,True
108,19,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_1,1,Stochastic,and,Expansion,and,122,125,,0,,contiguous,2,"Players are actively attempting to lie and deceive each other regarding their roles, which is common in this type of game.",122-125,CANDIDATE_REJECTED_NOSENSE,93.0,and,NoSense,,0.9999966621398926,,False,True
109,19,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_1,1,Stochastic,since,Contingency,Since,206,211,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, and Team Village wins if no Werewolves are present and no one dies, I must assume the 'no Werewolf' condition is possible.",206-211,ALIGNED_CONNECTIVE,94.0,Since,Contingency.Cause,Contingency,0.9994379878044128,False,False,False
110,19,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_1,1,Stochastic,and,Expansion,and,257,260,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, and Team Village wins if no Werewolves are present and no one dies, I must assume the 'no Werewolf' condition is possible.",257-260,ALIGNED_CONNECTIVE,95.0,and,Expansion.Conjunction,Expansion,0.8900291919708252,False,False,False
111,19,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_1,1,Stochastic,if,Contingency,if,279,281,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, and Team Village wins if no Werewolves are present and no one dies, I must assume the 'no Werewolf' condition is possible.",279-281,ALIGNED_CONNECTIVE,96.0,if,Contingency.Condition,Contingency,0.9941133856773376,False,False,False
112,19,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_1,1,Stochastic,and,Expansion,and,308,311,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, and Team Village wins if no Werewolves are present and no one dies, I must assume the 'no Werewolf' condition is possible.",308-311,ALIGNED_CONNECTIVE,97.0,and,Expansion.Conjunction,Expansion,0.9992814660072328,False,False,False
113,20,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_1,1,Stochastic,although,Comparison,Although,92,100,,0,,contiguous,2,"Although Hunter later claimed to be the Werewolf, Sean's direct accusation provides the strongest immediate evidence for Team Village.",92-100,ALIGNED_CONNECTIVE,98.0,Although,Comparison.Contrast,Comparison,0.7334751486778259,False,False,False
114,20,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_1,1,Stochastic,later,Temporal,later,108,113,,0,,contiguous,2,"Although Hunter later claimed to be the Werewolf, Sean's direct accusation provides the strongest immediate evidence for Team Village.",108-113,ALIGNED_CONNECTIVE,99.0,later,Temporal.Asynchronous,Temporal,0.949250876903534,False,False,False
115,20,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_1,1,Stochastic,for,Contingency,for,209,212,,0,,contiguous,2,"Although Hunter later claimed to be the Werewolf, Sean's direct accusation provides the strongest immediate evidence for Team Village.",209-212,CANDIDATE_REJECTED_NOSENSE,100.0,for,NoSense,,1.0,,False,True
116,20,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_1,1,Stochastic,given,Contingency,Given,227,232,,0,,contiguous,3,"Given the ambiguity introduced by card swaps, targeting the player directly implicated by another player is the most logical move to try and eliminate the Werewolf.",227-232,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
117,20,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_1,1,Stochastic,and,Expansion,and,364,367,,0,,contiguous,3,"Given the ambiguity introduced by card swaps, targeting the player directly implicated by another player is the most logical move to try and eliminate the Werewolf.",364-367,CANDIDATE_REJECTED_NOSENSE,101.0,and,NoSense,,1.0,,False,True
118,21,Gemma 4 2B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,run_1,1,Stochastic,and,Expansion,and,75,78,,0,,contiguous,1,"The discussion transcript is highly focused on role confusion, card swaps, and identifying roles like Seer, Villager, Robber, and Troublemaker.",75-78,CANDIDATE_REJECTED_NOSENSE,102.0,and,NoSense,,0.9999911785125732,,False,True
