relation_id,justification_id,model,game_id,run_label,decoding_group,sentence_id,sentence_text,char_spans,start,end,raw_sense,top_level,confidence,provenance,source_form
4014,1730,Gemma 4 31B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,run_2,Stochastic,2,"However, Jacob claims to be the Robber and states that he swapped cards with Hunter and received the Troublemaker card, which contradicts Sean's claim.",67-74,67,74,Comparison.Contrast,Comparison,0.7680152058601379,standard_discopy,however
4015,1730,Gemma 4 31B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,run_2,Stochastic,3,"Since it is more likely that one person (Sean) is lying than two people (Jacob and Hunter) coordinating a lie, Sean is the most suspicious player and likely the Werewolf.",219-224,219,224,Contingency.Cause,Contingency,0.9999343156814576,standard_discopy,since
4016,1731,Gemma 4 31B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,run_2,Stochastic,3,"Zack accepts this conclusion, and the group reaches a consensus that Zack is the target.",226-229,226,229,Expansion.Conjunction,Expansion,0.8282451033592224,standard_discopy,and
4017,1731,Gemma 4 31B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,run_2,Stochastic,4,"Based on the roles discussed, if Sean (Troublemaker) swapped Zack (Robber) and Hunter (Werewolf), Zack is now the Werewolf.",315-317,315,317,Contingency.Condition,Contingency,0.6162334680557251,standard_discopy,if
4018,1732,Gemma 4 31B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,run_2,Stochastic,3,"Although Jacob later speculated that Sean might have been the Robber and stolen the Werewolf card, there is no evidence of a Robber or Troublemaker action, making Zack the most likely Werewolf.",183-191,183,191,Comparison.Contrast,Comparison,0.598840594291687,standard_discopy,although
4019,1732,Gemma 4 31B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,run_2,Stochastic,3,"Although Jacob later speculated that Sean might have been the Robber and stolen the Werewolf card, there is no evidence of a Robber or Troublemaker action, making Zack the most likely Werewolf.",198-203,198,203,Temporal.Asynchronous,Temporal,0.9994303584098816,standard_discopy,later
4020,1733,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_2,Stochastic,2,"However, Erin contradicted this by claiming she is the Robber and explicitly questioned why Clint would lie about the card he became.",87-94,87,94,Comparison.Contrast,Comparison,0.7116529941558838,standard_discopy,however
4021,1733,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,run_2,Stochastic,3,"Since there is only one Robber in the game, one of them must be lying; Clint's elaborate claim and Erin's direct contradiction make him the most likely Werewolf.",221-226,221,226,Contingency.Cause,Contingency,0.9910979866981506,standard_discopy,since
4022,1734,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,run_2,Stochastic,3,"Clint's claims about being the Drunk are vague, and he explicitly admits that he could very easily be the Werewolf, making him the most likely target for elimination.",215-218,215,218,Expansion.Conjunction,Expansion,0.9773799777030944,standard_discopy,and
4023,1735,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,run_2,Stochastic,2,"While the logic is convoluted, Clint, Margaret, and Tyler all converge on the conclusion that Erin is the Werewolf, either by starting role or by swapping into the role via the Drunk's action.",105-110,105,110,Comparison.Contrast,Comparison,0.6885296106338501,standard_discopy,while
4024,1735,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,run_2,Stochastic,3,"Erin's own admission that she was the Drunk and swapped her card with the center suggests she may have inadvertently picked up a Werewolf card, and the other players' consensus makes her the primary target for elimination.",442-445,442,445,Expansion.Conjunction,Expansion,0.9960387945175172,standard_discopy,and
4025,1736,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_2,Stochastic,1,"Tyler and Clint provide contradictory claims regarding the Insomniac role: Tyler claims he was the Robber and robbed Clint's Insomniac card, while Clint claims he remained the Insomniac.",141-146,141,146,Temporal.Synchrony,Temporal,0.5329996943473816,standard_discopy,while
4026,1736,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,run_2,Stochastic,2,"Additionally, Tyler and Clint coordinate their efforts to accuse Erin of being the Werewolf, with Tyler initiating these accusations immediately at the start of the discussion.",187-199,187,199,Expansion.Conjunction,Expansion,0.9947256445884703,standard_discopy,additionally
4027,1737,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_2,Stochastic,2,"While Margaret's claims were inconsistent (initially claiming Troublemaker and later Robber), the majority of the players, including Clint and Erin, converged on Tyler as the most suspicious player.",80-85,80,85,Comparison.Contrast,Comparison,0.8126499056816101,standard_discopy,while
4028,1737,Gemma 4 31B,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,run_2,Stochastic,2,"While Margaret's claims were inconsistent (initially claiming Troublemaker and later Robber), the majority of the players, including Clint and Erin, converged on Tyler as the most suspicious player.",159-164,159,164,Temporal.Asynchronous,Temporal,0.6977998614311218,standard_discopy,later
4029,1738,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_2,Stochastic,2,"While Hunter's claim to be the Robber or Troublemaker conflicts with the specific claims made by Sean and Zack, the overall consensus of the group is that no werewolf is present.",153-158,153,158,Comparison.Contrast,Comparison,0.8437933921813965,standard_discopy,while
4030,1738,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_2,Stochastic,3,"According to the rules, if no player is a werewolf and no one is voted out, Team Village wins.",356-358,356,358,Contingency.Condition,Contingency,0.9167361855506896,standard_discopy,if
4031,1738,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,run_2,Stochastic,3,"According to the rules, if no player is a werewolf and no one is voted out, Team Village wins.",383-386,383,386,Expansion.Conjunction,Expansion,0.9928781390190125,standard_discopy,and
4032,1739,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_2,Stochastic,1,"Hunter admitted to being the Werewolf, and Jacob claimed to be the Troublemaker who swapped Hunter and Sean's cards.",39-42,39,42,Expansion.Conjunction,Expansion,0.8941492438316345,standard_discopy,and
4033,1739,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_2,Stochastic,2,Sean further supported this by claiming he was the Seer and saw that Hunter was the Werewolf.,122-129,122,129,Temporal.Asynchronous,Temporal,0.727693498134613,standard_discopy,further
4034,1739,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,run_2,Stochastic,3,"If these claims are true, the swap resulted in Sean becoming the Werewolf, making him the correct target for elimination.",211-213,211,213,Contingency.Condition,Contingency,0.6518349647521973,standard_discopy,if
4035,1740,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,run_2,Stochastic,1,"The players have claimed roles that account for all participants: Zack claims to be the Seer, Sean claims to be the Troublemaker, Hunter claims to be the Robber, and Jacob claims to have started as a Villager.",162-165,162,165,Expansion.Conjunction,Expansion,0.719367504119873,standard_discopy,and
4036,1740,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,run_2,Stochastic,3,"Since all players have claimed non-werewolf roles and there is no evidence of deception or accusations of werewolf activity, it is most likely that all werewolf cards are in the center.",277-282,277,282,Contingency.Cause,Contingency,0.9999088048934937,standard_discopy,since
4037,1740,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,run_2,Stochastic,3,"Since all players have claimed non-werewolf roles and there is no evidence of deception or accusations of werewolf activity, it is most likely that all werewolf cards are in the center.",327-330,327,330,Expansion.Conjunction,Expansion,0.960997998714447,standard_discopy,and
4038,1741,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,run_2,Stochastic,2,"If this information is true, the Werewolf is not among the players.",190-192,190,192,Contingency.Condition,Contingency,0.6526668071746826,standard_discopy,if
4039,1741,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,run_2,Stochastic,3,"In a game where no player is a Werewolf, Team Village wins if no one is voted out.",317-319,317,319,Contingency.Condition,Contingency,0.9774255156517028,standard_discopy,if
4040,1741,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,run_2,Stochastic,4,"While Jacob acts suspiciously and suggests voting for himself, this is consistent with the behavior of a Tanner or a confused Villager, and there is no concrete evidence to contradict the Seer's claim.",341-346,341,346,Comparison.Contrast,Comparison,0.843888521194458,standard_discopy,while
4041,1741,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,run_2,Stochastic,4,"While Jacob acts suspiciously and suggests voting for himself, this is consistent with the behavior of a Tanner or a confused Villager, and there is no concrete evidence to contradict the Seer's claim.",477-480,477,480,Expansion.Conjunction,Expansion,0.9793071746826172,standard_discopy,and
4042,1742,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,run_2,Stochastic,3,"If these claims are true, Sean is now the Werewolf.",170-172,170,172,Contingency.Condition,Contingency,0.5093308091163635,standard_discopy,if
4043,1742,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,run_2,Stochastic,4,"Sean's behavior was inconsistent, as he claimed to be the Tanner and then later claimed to be a Villager, increasing suspicion.",256-258,256,258,Contingency.Cause,Contingency,0.6551756262779236,standard_discopy,as
4044,1742,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,run_2,Stochastic,4,"Sean's behavior was inconsistent, as he claimed to be the Tanner and then later claimed to be a Villager, increasing suspicion.",291-295,291,295,Temporal.Asynchronous,Temporal,0.9997556805610656,standard_discopy,then
4045,1742,Gemma 4 31B,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,run_2,Stochastic,4,"Sean's behavior was inconsistent, as he claimed to be the Tanner and then later claimed to be a Villager, increasing suspicion.",296-301,296,301,Temporal.Asynchronous,Temporal,0.996791660785675,standard_discopy,later
4046,1743,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,run_2,Stochastic,2,"However, the concluding dialogue reveals that Jessica was actually the Werewolf, as Daniel explicitly tells her, 'You could have just come out and said you was werewolf.'",150-157,150,157,Comparison.Contrast,Comparison,0.7343403100967407,standard_discopy,however
4047,1743,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,run_2,Stochastic,2,"However, the concluding dialogue reveals that Jessica was actually the Werewolf, as Daniel explicitly tells her, 'You could have just come out and said you was werewolf.'",231-233,231,233,Temporal.Synchrony,Temporal,0.6340000033378601,standard_discopy,as
4048,1743,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,run_2,Stochastic,3,"Therefore, voting for Jessica is the only way for Team Village to win.",321-330,321,330,Contingency.Cause,Contingency,0.9998084902763368,standard_discopy,therefore
4049,1744,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,run_2,Stochastic,3,"Kaelan claims to have been the Robber and robbed Jessica, and Kevin claims to have been the Troublemaker and swapped Kaelan and Jessica.",212-215,212,215,Expansion.Conjunction,Expansion,0.8369258046150208,standard_discopy,and
4050,1744,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,run_2,Stochastic,4,"If Jessica is the Minion and saw no Werewolves, then all Werewolf cards must be in the center, meaning Team Village wins if no one is voted out.",291-293;339-343,291,343,Contingency.Condition,Contingency,0.7990682125091553,standard_discopy,if then
4051,1744,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,run_2,Stochastic,4,"If Jessica is the Minion and saw no Werewolves, then all Werewolf cards must be in the center, meaning Team Village wins if no one is voted out.",291-293,291,293,Contingency.Condition,Contingency,0.9022247791290284,standard_discopy,if
4052,1744,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,run_2,Stochastic,4,"If Jessica is the Minion and saw no Werewolves, then all Werewolf cards must be in the center, meaning Team Village wins if no one is voted out.",412-414,412,414,Contingency.Condition,Contingency,0.986003577709198,standard_discopy,if
4053,1745,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,run_2,Stochastic,2,"He first claims to be the Seer and states that a Werewolf is in the center (suggesting a 'no one' vote), but then suddenly pivots to claim he is the Minion and accuses Jessica of being the Werewolf.",150-154,150,154,Temporal.Asynchronous,Temporal,0.9991694688796996,standard_discopy,then
4054,1746,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,run_2,Stochastic,3,"If Kaelan's information was correct, the swap performed by Kevin would have transferred the Werewolf role from Jessica to Daniel.",162-164,162,164,Contingency.Condition,Contingency,0.8901571035385132,standard_discopy,if
4055,1746,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,run_2,Stochastic,4,"Furthermore, Daniel's claims were contradictory (claiming to be the Robber at [5] and the Minion at [59]), and he actively attempted to divert suspicion back to Jessica, which is characteristic of a Werewolf.",292-303,292,303,Expansion.Conjunction,Expansion,0.993924915790558,standard_discopy,furthermore
4056,1746,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,run_2,Stochastic,4,"Furthermore, Daniel's claims were contradictory (claiming to be the Robber at [5] and the Minion at [59]), and he actively attempted to divert suspicion back to Jessica, which is characteristic of a Werewolf.",399-402,399,402,Expansion.Conjunction,Expansion,0.9230186939239502,standard_discopy,and
4057,1747,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,run_2,Stochastic,4,"Since Jessica has already claimed to be the Tanner, Kevin is the most likely candidate to be the Werewolf, especially as he is actively trying to divert the vote toward Jessica.",294-299,294,299,Contingency.Cause,Contingency,0.9880438446998596,standard_discopy,since
4058,1747,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,run_2,Stochastic,4,"Since Jessica has already claimed to be the Tanner, Kevin is the most likely candidate to be the Werewolf, especially as he is actively trying to divert the vote toward Jessica.",412-414,412,414,Contingency.Cause,Contingency,0.7780048251152039,standard_discopy,as
4059,1748,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,run_2,Stochastic,2,"Furthermore, both Kaelan and Daniel claim to have ended up as the Tanner (Kaelan by robbing Kevin, and Daniel by swapping with the center), and since the Tanner actively seeks elimination, their claims to be the Tanner suggest they are trying to attract votes.",241-252,241,252,Expansion.Conjunction,Expansion,0.9966838955879213,standard_discopy,furthermore
4060,1748,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,run_2,Stochastic,2,"Furthermore, both Kaelan and Daniel claim to have ended up as the Tanner (Kaelan by robbing Kevin, and Daniel by swapping with the center), and since the Tanner actively seeks elimination, their claims to be the Tanner suggest they are trying to attract votes.",381-384,381,384,Expansion.Conjunction,Expansion,0.985322117805481,standard_discopy,and
4061,1748,Gemma 4 31B,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,run_2,Stochastic,2,"Furthermore, both Kaelan and Daniel claim to have ended up as the Tanner (Kaelan by robbing Kevin, and Daniel by swapping with the center), and since the Tanner actively seeks elimination, their claims to be the Tanner suggest they are trying to attract votes.",385-390,385,390,Contingency.Cause,Contingency,0.9720925092697144,standard_discopy,since
4062,1749,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,run_2,Stochastic,2,"Kaelan and Jessica both claim to be Villagers, and while Daniel initially suggests Kaelan might be the Tanner or Werewolf, he quickly pivots to ask if they are 'all good with the center,' which Kevin confirms.",142-145,142,145,Expansion.Conjunction,Expansion,0.9823653101921082,standard_discopy,and
4063,1749,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,run_2,Stochastic,2,"Kaelan and Jessica both claim to be Villagers, and while Daniel initially suggests Kaelan might be the Tanner or Werewolf, he quickly pivots to ask if they are 'all good with the center,' which Kevin confirms.",146-151,146,151,Comparison.Contrast,Comparison,0.6147326231002808,standard_discopy,while
4064,1750,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,run_2,Stochastic,2,"Since the Minion knows who the Werewolf is and typically protects them, Kaelan's vote for Daniel suggests that Daniel is not the Werewolf.",64-69,64,69,Contingency.Cause,Contingency,0.9978189468383788,standard_discopy,since
4065,1751,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,run_2,Stochastic,1,"Kaelan claims to be the Troublemaker, Kevin claims to be the Mason, and Daniel supports Kevin's claim.",68-71,68,71,Expansion.Conjunction,Expansion,0.8443506956100464,standard_discopy,and
4066,1752,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,run_2,Stochastic,3,"According to the night action order, the Robber acts before the Drunk; if Jessica had robbed Kaelan (the Drunk), Jessica would have become the Drunk and performed the swap, meaning Kaelan would not have swapped.",207-209,207,209,Contingency.Condition,Contingency,0.8712366223335266,standard_discopy,if
4067,1752,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,run_2,Stochastic,4,"Since Kaelan's claim to have swapped is inconsistent with Jessica's claim to have robbed him, Jessica is likely lying and is therefore the most probable Werewolf.",348-353,348,353,Contingency.Cause,Contingency,0.9928053021430968,standard_discopy,since
4068,1752,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,run_2,Stochastic,4,"Since Kaelan's claim to have swapped is inconsistent with Jessica's claim to have robbed him, Jessica is likely lying and is therefore the most probable Werewolf.",473-482,473,482,Contingency.Cause,Contingency,0.986817181110382,standard_discopy,therefore
4069,1753,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,run_2,Stochastic,3,"Since the Minion has perfect information regarding the presence of Werewolves, her claim that the Werewolf is in the middle indicates that no player currently holds the Werewolf role.",229-234,229,234,Contingency.Cause,Contingency,0.9949591159820556,standard_discopy,since
4070,1754,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,run_2,Stochastic,2,"According to the game rules, the Robber swaps their card with another player's card and then looks at the new card; since there is only one Robber card in the game, it is logically impossible for the Robber to find the Robber card on another player.",179-183,179,183,Temporal.Asynchronous,Temporal,0.9997536540031432,standard_discopy,then
4071,1754,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,run_2,Stochastic,2,"According to the game rules, the Robber swaps their card with another player's card and then looks at the new card; since there is only one Robber card in the game, it is logically impossible for the Robber to find the Robber card on another player.",207-212,207,212,Contingency.Cause,Contingency,0.9996740818023682,standard_discopy,since
4072,1754,Gemma 4 31B,Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,run_2,Stochastic,4,"While other players' claims are consistent or potentially confused, Daniel's claim is a direct logical impossibility.",444-449,444,449,Comparison.Contrast,Comparison,0.8149627447128296,standard_discopy,while
4073,1755,Gemma 4 31B,Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,run_2,Stochastic,4,"Therefore, Brent is the player that Team Village must eliminate to win.",287-296,287,296,Contingency.Cause,Contingency,0.9983351826667786,standard_discopy,therefore
4074,1756,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_2,Stochastic,1,"James initially claimed to be the Seer, then later claimed he was actually a Werewolf and that Elliot, the Robber, had swapped cards with him.",40-44,40,44,Temporal.Asynchronous,Temporal,0.9907194972038268,standard_discopy,then
4075,1756,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_2,Stochastic,1,"James initially claimed to be the Seer, then later claimed he was actually a Werewolf and that Elliot, the Robber, had swapped cards with him.",45-50,45,50,Temporal.Asynchronous,Temporal,0.9971187114715576,standard_discopy,later
4076,1756,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_2,Stochastic,1,"James initially claimed to be the Seer, then later claimed he was actually a Werewolf and that Elliot, the Robber, had swapped cards with him.",86-89,86,89,Expansion.Conjunction,Expansion,0.9996449947357178,standard_discopy,and
4077,1756,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_2,Stochastic,2,"If this sequence is true, Elliot now holds the Werewolf card and is the target for Team Village.",143-145,143,145,Contingency.Condition,Contingency,0.5966640710830688,standard_discopy,if
4078,1756,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,run_2,Stochastic,3,"While James's erratic behavior could suggest he is the Tanner or a lying Werewolf, the specific narrative of a Robber swapping with a Werewolf is a common game mechanic that identifies the final role holder.",240-245,240,245,Comparison.Contrast,Comparison,0.78424471616745,standard_discopy,while
4079,1757,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,run_2,Stochastic,1,"Sukeshi repeatedly claimed to be a werewolf during the discussion, although this behavior is often characteristic of the Tanner.",67-75,67,75,Comparison.Concession,Comparison,0.5079950094223022,standard_discopy,although
4080,1757,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,run_2,Stochastic,2,"However, other players (Chris, James, Sian, and Ashley) have provided consistent claims (Seer, Robber, Hunter, and Troublemaker) that align with each other.",129-136,129,136,Comparison.Contrast,Comparison,0.8118218779563904,standard_discopy,however
4081,1758,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,run_2,Stochastic,2,"Since James admits to being the Drunk (who swaps their card with one from the center), Sukeshi concludes that James is now a Werewolf.",83-88,83,88,Contingency.Cause,Contingency,0.6039415001869202,standard_discopy,since
4082,1758,Gemma 4 31B,Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,run_2,Stochastic,3,"The other players, including Chris (Robber) and Elliot (Hunter), seem to accept this logic, and the group consensus is to vote for James.",310-313,310,313,Expansion.Conjunction,Expansion,0.9812111854553224,standard_discopy,and
4083,1759,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,run_2,Stochastic,2,"If these claims are true, no one is a Werewolf.",236-238,236,238,Contingency.Condition,Contingency,0.7451034188270569,standard_discopy,if
4084,1759,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,run_2,Stochastic,3,"However, Paul and James express strong suspicion toward Mitchell, noting that he claimed the Insomniac role very quickly, which is a common bluff for Werewolves.",284-291,284,291,Comparison.Contrast,Comparison,0.7534918189048767,standard_discopy,however
4085,1759,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,run_2,Stochastic,4,"Justin's attempt to defend Mitchell is confusing and contradictory, but the most plausible scenario for a win is that Mitchell is the Werewolf lying about his role.",514-517,514,517,Comparison.Contrast,Comparison,0.7069686055183411,standard_discopy,but
4086,1760,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_2,Stochastic,1,"James explicitly admitted to being a Werewolf during the discussion (Line 61: 'I was this'), although he later attempted to backtrack and claim he was a Villager (Line 125).",93-101,93,101,Comparison.Contrast,Comparison,0.5396069884300232,standard_discopy,although
4087,1760,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_2,Stochastic,1,"James explicitly admitted to being a Werewolf during the discussion (Line 61: 'I was this'), although he later attempted to backtrack and claim he was a Villager (Line 125).",105-110,105,110,Temporal.Asynchronous,Temporal,0.9970107078552246,standard_discopy,later
4088,1760,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_2,Stochastic,2,"While Justin (the Troublemaker) swapped Paul and Mitchell, this does not clear James of his initial admission.",174-179,174,179,Comparison.Contrast,Comparison,0.8451811671257019,standard_discopy,while
4089,1760,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,run_2,Stochastic,3,"In One Night Ultimate Werewolf, such direct admissions, even when later denied as jokes, are strong indicators of the Werewolf role.",351-356,351,356,Temporal.Asynchronous,Temporal,0.5996085405349731,standard_discopy,later
4090,1761,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,run_2,Stochastic,3,"Justin (Troublemaker) then claims to have swapped James and Laura, which would transfer the Werewolf card from James to Laura.",225-229,225,229,Temporal.Asynchronous,Temporal,0.9849950671195984,standard_discopy,then
4091,1762,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,run_2,Stochastic,1,James (Seer) claims he saw Paul's card and it was brown (Werewolf).,39-42,39,42,Expansion.Conjunction,Expansion,0.9632344245910645,standard_discopy,and
4092,1762,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,run_2,Stochastic,2,"Paul (Robber) claims he robbed Mitchell, who was a Villager; if Paul was the Werewolf, this action moved the Werewolf card to Mitchell.",129-131,129,131,Contingency.Condition,Contingency,0.5739761590957642,standard_discopy,if
4093,1762,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,run_2,Stochastic,3,"Justin (Troublemaker) then swapped two players; since both Paul and Justin subsequently suspect Laura, it is highly probable that Justin swapped the Werewolf card from Mitchell to Laura.",226-230,226,230,Temporal.Asynchronous,Temporal,0.9996635913848876,standard_discopy,then
4094,1762,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,run_2,Stochastic,3,"Justin (Troublemaker) then swapped two players; since both Paul and Justin subsequently suspect Laura, it is highly probable that Justin swapped the Werewolf card from Mitchell to Laura.",252-257,252,257,Contingency.Cause,Contingency,0.9985026121139526,standard_discopy,since
4095,1763,Gemma 4 31B,Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,run_2,Stochastic,3,"Although there is a conflict between James's claim (as Seer) and Justin's claim (as Insomniac), the direct evidence from the swap and Laura's admission makes Mitchell the most likely target for Team Village.",218-226,218,226,Comparison.Contrast,Comparison,0.6019536256790161,standard_discopy,although
4096,1764,Gemma 4 31B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,run_2,Stochastic,2,"However, Mitchell also claimed that Justin robbed him, which would mean Justin is now the Werewolf.",129-136,129,136,Comparison.Contrast,Comparison,0.7557108402252197,standard_discopy,however
